x,y,z
0.0,0.0,0.0
1.0,0.067,0.0
2.0,0.133,0.0
3.0,0.2,0.0
4.0,0.267,0.00011
5.0,0.333,0.00020999999999999998
6.0,0.4,0.00031
7.0,0.467,0.00041
8.0,0.533,0.00051
9.0,0.6,0.00061
10.0,0.667,0.0007099999999999999
11.0,0.733,0.00082
12.0,0.8,0.00092
13.0,0.867,0.00102
14.0,0.933,0.0011200000000000001
15.0,1.0,0.00122
16.0,1.067,0.00132
17.0,1.133,0.0014199999999999998
18.0,1.2,0.00152
19.0,1.267,0.00163
20.0,1.333,0.00173
21.0,1.4,0.00183
22.0,1.467,0.0019299999999999999
23.0,1.533,0.0020299999999999997
24.0,1.6,0.00213
25.0,1.667,0.0022299999999999998
26.0,1.733,0.00233
27.0,1.8,0.00244
28.0,1.867,0.00254
29.0,1.933,0.00264
30.0,2.0,0.0027400000000000002
31.0,2.067,0.0028399999999999996
32.0,2.133,0.00294
33.0,2.2,0.00304
34.0,2.267,0.00314
35.0,2.333,0.00325
36.0,2.4,0.00335
37.0,2.467,0.0034500000000000004
38.0,2.533,0.0035499999999999998
39.0,2.6,0.00365
40.0,2.667,0.00375
41.0,2.733,0.00385
42.0,2.8,0.00395
43.0,2.867,0.004059999999999999
44.0,2.933,0.0041600000000000005
45.0,3.0,0.00426
46.0,3.067,0.00436
47.0,3.133,0.0044599999999999996
48.0,3.2,0.00456
49.0,3.267,0.00466
50.0,3.333,0.0047599999999999995
51.0,3.4,0.00487
52.0,3.467,0.00497
53.0,3.533,0.00507
54.0,3.6,0.00517
55.0,3.667,0.0052699999999999995
56.0,3.733,0.00537
57.0,3.8,0.00547
58.0,3.867,0.00557
59.0,3.933,0.00567
60.0,4.0,0.00578
61.0,4.067,0.00588
62.0,4.133,0.00598
63.0,4.2,0.00608
64.0,4.267,0.00618
65.0,4.333,0.00628
66.0,4.4,0.00638
67.0,4.467,0.0064800000000000005
68.0,4.533,0.0065899999999999995
69.0,4.6,0.006690000000000001
70.0,4.667,0.00679
71.0,4.733,0.006889999999999999
72.0,4.8,0.0069900000000000006
73.0,4.867,0.00709
74.0,4.933,0.00719
75.0,5.0,0.0073
76.0,5.067,0.0074
77.0,5.133,0.0075
78.0,5.2,0.0076
79.0,5.267,0.0077
80.0,5.333,0.0078
81.0,5.4,0.0079
82.0,5.467,0.008
83.0,5.533,0.0081
84.0,5.6,0.00821
85.0,5.667,0.00831
86.0,5.733,0.00841
87.0,5.8,0.00851
88.0,5.867,0.00861
89.0,5.933,0.00871
90.0,6.0,0.00881
91.0,6.067,0.00891
92.0,6.133,0.00902
93.0,6.2,0.00912
94.0,6.267,0.00922
95.0,6.333,0.00932
96.0,6.4,0.00942
97.0,6.467,0.009519999999999999
98.0,6.533,0.00962
99.0,6.6,0.009720000000000001
100.0,6.667,0.00983
101.0,6.733,0.00993
102.0,6.8,0.010029999999999999
103.0,6.867,0.01013
104.0,6.933,0.010230000000000001
105.0,7.0,0.01033
106.0,7.067,0.01043
107.0,7.133,0.01053
108.0,7.2,0.01064
109.0,7.267,0.01074
110.0,7.333,0.01084
111.0,7.4,0.01094
112.0,7.467,0.01104
113.0,7.533,0.01114
114.0,7.6,0.01124
115.0,7.667,0.01134
116.0,7.733,0.01145
117.0,7.8,0.011550000000000001
118.0,7.867,0.01165
119.0,7.933,0.01175
120.0,8.0,0.01185
121.0,8.067,0.011949999999999999
122.0,8.133,0.01205
123.0,8.2,0.012150000000000001
124.0,8.267,0.01226
125.0,8.333,0.01236
126.0,8.4,0.01246
127.0,8.467,0.01256
128.0,8.533,0.01266
129.0,8.6,0.01276
130.0,8.667,0.01286
131.0,8.733,0.012960000000000001
132.0,8.8,0.01307
133.0,8.867,0.01317
134.0,8.933,0.013269999999999999
135.0,9.0,0.01337
136.0,9.067,0.013470000000000001
137.0,9.133,0.01357
138.0,9.2,0.01367
139.0,9.267,0.013779999999999999
140.0,9.333,0.01388
141.0,9.4,0.013980000000000001
142.0,9.467,0.01408
143.0,9.533,0.01418
144.0,9.6,0.01428
145.0,9.667,0.01438
146.0,9.733,0.01449
147.0,9.8,0.01459
148.0,9.867,0.01469
149.0,9.933,0.01479
150.0,10.0,0.01489
151.0,10.067,0.01499
152.0,10.133,0.015099999999999999
153.0,10.2,0.0152
154.0,10.267,0.015300000000000001
155.0,10.333,0.0154
156.0,10.4,0.0155
157.0,10.467,0.0156
158.0,10.533,0.0157
159.0,10.6,0.0158
160.0,10.667,0.0159
161.0,10.733,0.01601
162.0,10.8,0.01611
163.0,10.867,0.016210000000000002
164.0,10.933,0.016309999999999998
165.0,11.0,0.01641
166.0,11.067,0.01651
167.0,11.133,0.01661
168.0,11.2,0.01671
169.0,11.267,0.01682
170.0,11.333,0.01692
171.0,11.4,0.01702
172.0,11.467,0.01712
173.0,11.533,0.01722
174.0,11.6,0.01732
175.0,11.667,0.01742
176.0,11.733,0.01752
177.0,11.8,0.01763
178.0,11.867,0.01773
179.0,11.933,0.01783
180.0,12.0,0.017929999999999998
181.0,12.067,0.01803
182.0,12.133,0.01813
183.0,12.2,0.01824
184.0,12.267,0.01834
185.0,12.333,0.01844
186.0,12.4,0.018539999999999997
187.0,12.467,0.01864
188.0,12.533,0.01874
189.0,12.6,0.018850000000000002
190.0,12.667,0.018949999999999998
191.0,12.733,0.01905
192.0,12.8,0.019149999999999997
193.0,12.867,0.01925
194.0,12.933,0.019350000000000003
195.0,13.0,0.01945
196.0,13.067,0.01955
197.0,13.133,0.01966
198.0,13.2,0.019760000000000003
199.0,13.267,0.01986
200.0,13.333,0.019960000000000002
201.0,13.4,0.020059999999999998
202.0,13.467,0.02016
203.0,13.533,0.02026
204.0,13.6,0.02036
205.0,13.667,0.02047
206.0,13.733,0.02057
207.0,13.8,0.02067
