x,y,z
0.0,0.0,0.0
1.0,0.067,0.0
2.0,0.133,0.0
3.0,0.2,0.0
4.0,0.267,8.999999999999999e-05
5.0,0.333,0.00017999999999999998
6.0,0.4,0.00026000000000000003
7.0,0.467,0.00034
8.0,0.533,0.00041999999999999996
9.0,0.6,0.00051
10.0,0.667,0.0005899999999999999
11.0,0.733,0.00067
12.0,0.8,0.00075
13.0,0.867,0.0008399999999999999
14.0,0.933,0.00092
15.0,1.0,0.001
16.0,1.067,0.00108
17.0,1.133,0.00117
18.0,1.2,0.00125
19.0,1.267,0.00133
20.0,1.333,0.00141
21.0,1.4,0.0015
22.0,1.467,0.00158
23.0,1.533,0.00166
24.0,1.6,0.00174
25.0,1.667,0.00183
26.0,1.733,0.00191
27.0,1.8,0.00199
28.0,1.867,0.00207
29.0,1.933,0.00216
30.0,2.0,0.0022400000000000002
31.0,2.067,0.00232
32.0,2.133,0.0024
33.0,2.2,0.00249
34.0,2.267,0.00257
35.0,2.333,0.00265
36.0,2.4,0.00273
37.0,2.467,0.00282
38.0,2.533,0.0029
39.0,2.6,0.00298
40.0,2.667,0.0030600000000000002
41.0,2.733,0.00315
42.0,2.8,0.00323
43.0,2.867,0.00331
44.0,2.933,0.0033900000000000002
45.0,3.0,0.00348
46.0,3.067,0.0035600000000000002
47.0,3.133,0.00364
48.0,3.2,0.00372
49.0,3.267,0.00381
50.0,3.333,0.0038900000000000002
51.0,3.4,0.0039700000000000004
52.0,3.467,0.00405
53.0,3.533,0.00414
54.0,3.6,0.00422
55.0,3.667,0.0043
56.0,3.733,0.00438
57.0,3.8,0.00447
58.0,3.867,0.00455
59.0,3.933,0.00463
60.0,4.0,0.00471
61.0,4.067,0.0048
62.0,4.133,0.00488
63.0,4.2,0.00496
64.0,4.267,0.00504
65.0,4.333,0.00513
66.0,4.4,0.00521
67.0,4.467,0.00529
68.0,4.533,0.00537
69.0,4.6,0.00546
70.0,4.667,0.00554
71.0,4.733,0.00562
72.0,4.8,0.0057
73.0,4.867,0.00579
74.0,4.933,0.00587
75.0,5.0,0.00595
76.0,5.067,0.006030000000000001
77.0,5.133,0.0061200000000000004
78.0,5.2,0.0062
79.0,5.267,0.00628
80.0,5.333,0.00636
81.0,5.4,0.00645
82.0,5.467,0.00653
83.0,5.533,0.00661
84.0,5.6,0.006690000000000001
85.0,5.667,0.0067800000000000004
86.0,5.733,0.006860000000000001
87.0,5.8,0.00694
88.0,5.867,0.007019999999999999
89.0,5.933,0.00711
90.0,6.0,0.00719
91.0,6.067,0.0072699999999999996
92.0,6.133,0.00735
93.0,6.2,0.00744
94.0,6.267,0.00752
95.0,6.333,0.0076
96.0,6.4,0.007679999999999999
97.0,6.467,0.00777
98.0,6.533,0.00785
99.0,6.6,0.00793
100.0,6.667,0.00802
101.0,6.733,0.0081
102.0,6.8,0.00818
103.0,6.867,0.00826
104.0,6.933,0.00835
105.0,7.0,0.00843
106.0,7.067,0.00851
107.0,7.133,0.00859
108.0,7.2,0.00868
109.0,7.267,0.00876
110.0,7.333,0.00884
111.0,7.4,0.008919999999999999
112.0,7.467,0.00901
113.0,7.533,0.009089999999999999
114.0,7.6,0.00917
115.0,7.667,0.00925
116.0,7.733,0.00934
117.0,7.8,0.00942
118.0,7.867,0.0095
119.0,7.933,0.00958
120.0,8.0,0.00967
121.0,8.067,0.00975
122.0,8.133,0.00983
123.0,8.2,0.00991
124.0,8.267,0.01
125.0,8.333,0.01008
126.0,8.4,0.01016
127.0,8.467,0.01024
128.0,8.533,0.01033
129.0,8.6,0.01041
130.0,8.667,0.010490000000000001
131.0,8.733,0.01057
132.0,8.8,0.01066
133.0,8.867,0.01074
134.0,8.933,0.01082
135.0,9.0,0.0109
136.0,9.067,0.01099
137.0,9.133,0.01107
138.0,9.2,0.01115
139.0,9.267,0.01123
140.0,9.333,0.01132
141.0,9.4,0.0114
142.0,9.467,0.01148
143.0,9.533,0.01156
144.0,9.6,0.01165
145.0,9.667,0.01173
146.0,9.733,0.011810000000000001
147.0,9.8,0.011890000000000001
148.0,9.867,0.011980000000000001
149.0,9.933,0.012060000000000001
150.0,10.0,0.01214
151.0,10.067,0.01222
152.0,10.133,0.01231
153.0,10.2,0.01239
154.0,10.267,0.01247
155.0,10.333,0.01255
156.0,10.4,0.01264
157.0,10.467,0.01272
158.0,10.533,0.0128
159.0,10.6,0.01288
160.0,10.667,0.01297
161.0,10.733,0.01305
162.0,10.8,0.013130000000000001
163.0,10.867,0.013210000000000001
164.0,10.933,0.013300000000000001
165.0,11.0,0.013380000000000001
166.0,11.067,0.013460000000000001
167.0,11.133,0.01354
168.0,11.2,0.013630000000000001
169.0,11.267,0.013710000000000002
170.0,11.333,0.013789999999999998
171.0,11.4,0.013869999999999999
172.0,11.467,0.01396
173.0,11.533,0.014039999999999999
174.0,11.6,0.014119999999999999
175.0,11.667,0.014199999999999999
176.0,11.733,0.014289999999999999
177.0,11.8,0.014369999999999999
178.0,11.867,0.01445
179.0,11.933,0.014539999999999999
180.0,12.0,0.01462
181.0,12.067,0.0147
182.0,12.133,0.01478
183.0,12.2,0.01486
184.0,12.267,0.01495
185.0,12.333,0.01503
186.0,12.4,0.01511
187.0,12.467,0.0152
188.0,12.533,0.01528
189.0,12.6,0.015359999999999999
190.0,12.667,0.015439999999999999
191.0,12.733,0.015529999999999999
192.0,12.8,0.015609999999999999
193.0,12.867,0.01569
194.0,12.933,0.01577
195.0,13.0,0.01586
196.0,13.067,0.01594
197.0,13.133,0.01602
198.0,13.2,0.0161
199.0,13.267,0.016190000000000003
200.0,13.333,0.01627
201.0,13.4,0.01635
202.0,13.467,0.01643
203.0,13.533,0.01652
204.0,13.6,0.0166
205.0,13.667,0.01668
206.0,13.733,0.01676
207.0,13.8,0.01685
